Image Name,Image URL,,Comment Thread
Snow-WhitePqXv.jpg,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/4c5f5299-9c90-47b2-b898-b2a4e9744676/d4zvr3y-1ab8e87a-459a-4443-b476-1a4b0ad58a9c.jpg/v1/fill/w_600,h_955,q_75,strp/snow_white_by_fulvio84_d4zvr3y-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvNGM1ZjUyOTktOWM5MC00N2IyLWI4OTgtYjJhNGU5NzQ0Njc2XC9kNHp2cjN5LTFhYjhlODdhLTQ1OWEtNDQ0My1iNDc2LTFhNGIwYWQ1OGE5Yy5qcGciLCJoZWlnaHQiOiI8PTk1NSIsIndpZHRoIjoiPD02MDAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uud2F0ZXJtYXJrIl0sIndtayI6eyJwYXRoIjoiXC93bVwvNGM1ZjUyOTktOWM5MC00N2IyLWI4OTgtYjJhNGU5NzQ0Njc2XC9mdWx2aW84NC00LnBuZyIsIm9wYWNpdHkiOjk1LCJwcm9wb3J0aW9ucyI6MC40NSwiZ3Jhdml0eSI6ImNlbnRlciJ9fQ.KbN3iNjcgAaGOECHEDiDBmaTDTtiH-hl2peWl0s9N7I",,"['Snow White was originally going to have blonde hair. But it was changed to black hair to make her more relatable.', 'Lovely. ', ""Didn''t the original fairytale of her have black hair.Her mom wished for a daughter with skin white as snow,lips red as blood,and hair black as ebony."", 'disney.wikia.com/wiki/Snow_Whi…', ' It says blonde hair here if these links helps?', 'images2.fanpop.com/image/polls…', ""In the first link,i didn't see anything where it said blonde"", 'The second link is just a newer picture of Snow White,looks photoshopped to be made blonde', 'Yes, in the beginning they tried to make her blonde then they changed idea also to better match the original fairytale that says hair as black as ebony and skin as white as snow. Originally red as red as blood but disney changed to rose', 'In the first link you should have read the Trivia section and the picture in the second link was actually in a YouTube video confirming Snow White was originally going to have blonde hair!', 'ok', 'they have tried very differetn ways to animate her and the whole movie, until they found the perfect match...even her dress was coloured in many different ways until the final version . For sure it has been pink/lillac and even whole yellow until the perfect mix.', 'Anyway I am very happy they kept the black hair as original fairytale', ""it's my remenber a princess serenity"", 'do u?', 'oh wow you do amazing work ', '\xa0', 'thanks ', '<3', ""Hi there! Would you mind if I tattooed this drawing? It's perfect!"", 'wow!!! off course u can, but please, let me see a picture of it!', ""Omgaah! I love this design for Snow's dress! Wonderful work!"", ""Stunning! Well done & love how you've carried through the nouveau lillies' form ~"", 'thanks.', 'I love Mucha', 'oooh! The background reminds me of Mucha, no?', 'it is ', 'love it<3', 'Oh this is very nice ', 'very pretty! ', 'Yes, in the beginning they tried to make her blonde then they changed idea also to better match the original fairytale that says hair as black as ebony and skin as white as snow. Originally red as red as blood but disney changed to rose']"
Snow-leopard-headvQaS.jpg,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/5f04ced4-1e30-4156-8323-91b4377c8736/dbzzk83-d64415bc-41d6-485f-86db-7ac7404bccf2.png/v1/fill/w_1024,h_1340,q_80,strp/snow_leopard_head_by_kay_ra_dbzzk83-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3siaGVpZ2h0IjoiPD0xMzQwIiwicGF0aCI6IlwvZlwvNWYwNGNlZDQtMWUzMC00MTU2LTgzMjMtOTFiNDM3N2M4NzM2XC9kYnp6azgzLWQ2NDQxNWJjLTQxZDYtNDg1Zi04NmRiLTdhYzc0MDRiY2NmMi5wbmciLCJ3aWR0aCI6Ijw9MTAyNCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.0FFVp_HcpRFOs0YsO4ka6hDHKKDIIBghUOTAqN85wT4",,"['omg it looks amazing!', 'It looks so lovely!', 'I want to pet it so much cuz of the fluffiness!!! >w<', 'Dingue!', ""j'aime beaucoup !"", 'really cool', 'wow this is so good', 'great works !', 'Amazingly made!', 'This looks so beautiful, I love it!\xa0', '\xa0', 'Congratulations on the daily deviation!\xa0', 'Keep up the good work! ', 'Thank you for honoring me ', '\xa0\xa0', 'Oh, you are more than welcome! ', 'I am so glad that you recommended yourself! ', 'Amazing work! Congrats on the DD.', 'Wow! Amasing work!!\xa0', '\xa0', 'is amazing your crafts! and very nice details! ', ""I've followed your art for such a long time over so many accounts and every new piece is just incredible - the physical and digital and traditional work is all so amazing!"", 'This is so good', 'When I looked at this, all I could think of was Ashfur. If you are a warriors fan you will understand', '\xa0', 'Nice', 'wow', 'So perfect!I am glad to see another artist who makes fursuits and drawings', 'so adorable and amazing i could cry!', 'are they a furry? if so that would be awesome. but other than that that is awesome!!! i love the colour scheme!', 'The eyes look off to me from the front.\xa0 More eyebrow me thinks.\xa0 Oh well.', 'WOW, those are some of the best ""follow-me"" eyes I have seen!!!', 'Kudos!!!']"
Snowwenq.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/58b12a05-e5a3-4b3c-adc1-14a27f45df6c/dcw2b8f-a956a08e-cd9a-47b7-b7a2-02ade852f72c.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvNThiMTJhMDUtZTVhMy00YjNjLWFkYzEtMTRhMjdmNDVkZjZjXC9kY3cyYjhmLWE5NTZhMDhlLWNkOWEtNDdiNy1iN2EyLTAyYWRlODUyZjcyYy5qcGcifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdfQ.Kw0pTuV13z98SZZGR6GB0ADq1m4O2JMy8-k3Mf7hWP0,,"['Amazing! Everything about this artwork is beautiful!', ' ', 'All the little details are absolutely mesmerizing! Harmonious colors, beautiful composition... a well deserved DD indeed ! ', 'cool', 'I shared this with my watchers', 'Apparently beautiful perfect job dd well deserved keep up the good work', '\n        ', 'Well deserved DD lovely use of color, especially red as a contrast to the snow', ""Oh man, the amount of details in this is this amazing! Congrats on the dd... It's well deserved "", '\xa0', 'She looks so pretty\xa0', '\xa0Nice atmosphere\xa0\xa0', 'Triforce! :', 'D', 'Gorgeous!\xa0', 'I love it', 'Love the hits of red in the piece.\xa0', 'Really well done! ~', 'Beautiful and lovely', 'I love it! ', ' ', ' ', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', '\xa0', 'Amazing Concept!!!!!!!', 'Great piece', 'WOW !!\xa0', '\xa0', '\xa0', 'Masterful drawing!', 'What a beautiful character! I love snow with red <3', 'Fantastic artwork', 'Beautiful Artwork\xa0 ', 'Amazing! Everything about this artwork is beautiful!', ' ']"
Snow-trailsPuof.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/0c2b4cc2-d07d-4fbd-b02e-2080981b29a1/dbviir8-1c0b91b8-74ff-4179-ba3c-25b6633db625.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvMGMyYjRjYzItZDA3ZC00ZmJkLWIwMmUtMjA4MDk4MWIyOWExXC9kYnZpaXI4LTFjMGI5MWI4LTc0ZmYtNDE3OS1iYTNjLTI1YjY2MzNkYjYyNS5qcGcifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdfQ.YB_CcPJGsNwdN7cikbOwuiO1ZTce3gB7rx-QJlNYA_U,,"['Whaaat \xa0\xa0', '\n        ', ' \xa0', 'WOW!!', 'dope', 'You should start a youtube channel ! It could make your work be more appreciated because you are really talented. Love your work kid!', 'Amazing, and in the spirit of the days. This is my mobile wallpaper now. Thanks !', '\n        ', ' ', ""hi, i'm a huge fan of your work, they are absolutely beautiful and you're so talented! i was wondering how you create all your work because i really want to learn how to make wallpapers similar to yours."", '\n        ', '\n                    ', '\n                    ', '\n                ', ' ', 'just what I just been looking for!', 'nice', 'Amazing ', 'beautiful work ', 'Wonderful artwork!\xa0', 'Wonderful work!', 'Very nice...but do the parents know he is that far?', ""I'd be worried too since that kid obviously doesn't know how a sled works."", 'Yes, is sitting backwards...', 'Beautiful', 'Beautiful ', 'That is gorgeous! Is this available as a print?', 'Lovely.', 'Fire and Ice...very well done.', 'THAT is why I watch you ! <3', 'Beautifully composed. The colours go wonderfully together.']"
Snow-LeopardDLbG.jpg,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/d97ed569-9f2e-4e96-9d52-5d39d11679cf/dd0357b-b7de292f-21d2-4e0d-a127-68d510019725.jpg/v1/fill/w_800,h_1158,q_75,strp/snow_leopard_by_fleetingember_dd0357b-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3siaGVpZ2h0IjoiPD0xMTU4IiwicGF0aCI6IlwvZlwvZDk3ZWQ1NjktOWYyZS00ZTk2LTlkNTItNWQzOWQxMTY3OWNmXC9kZDAzNTdiLWI3ZGUyOTJmLTIxZDItNGUwZC1hMTI3LTY4ZDUxMDAxOTcyNS5qcGciLCJ3aWR0aCI6Ijw9ODAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.yEjELojiW34DGxgAcs2X51A82cMSclSdeLJtIFRoU8M",,"['Thanks for sharing this image <!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}-->', 'GarageBand for PC', 'I just want to reach out and touch her fur, it looks so realistic and well done here. Plus red is a color I very seldom see associated with snow leopards so this is a gorgeous contrast. You should be proud of this piece. ', 'Beautiful art of a beautiful cat.', 'An amazing work ! Fierce and proud !', 'Beautiful!', 'Your color detail and technique will never cease to amaze me- this is so cool. Beautimus ❤️', 'Great work! I like it very much.', 'How friggen majestic <3 ', 'Beautiful! ', 'Cute Lysandra.', 'Ahh!! Yes! Ghost leopard! This is totally what I imagine for Lysandra too!', 'Fan of the books?', ""Yes! Not read the last one yet though. I've heard it's a fitting end?"", 'The ending is bitersweet.', 'Oh my, this is beautiful! ', ' I love the color palette, and the leopard looks so noble!', 'beautiful', 'Beautiful!', 'Beautiful! Love these contrasting colours, my dear,', 'those eyes are just magnificent!! ', ' ', ' ', 'Gorgeous!! ', ' ', 'print?', 'Hey you can get the print here on my Etsy - ', 'www.etsy.com/uk/listing/557951…', 'Oh wow so beautiful! The eyes~ ', 'I love what you did with the colours!', 'Thanks for sharing this image <!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}-->', 'I just want to reach out and touch her fur, it looks so realistic and well done here. Plus red is a color I very seldom see associated with snow leopards so this is a gorgeous contrast. You should be proud of this piece. ', 'Beautiful art of a beautiful cat.', 'An amazing work ! Fierce and proud !', 'Beautiful!', 'Your color detail and technique will never cease to amaze me- this is so cool. Beautimus ❤️', 'Great work! I like it very much.', 'How friggen majestic <3 ', 'Oh my, this is beautiful! ', ' I love the color palette, and the leopard looks so noble!']"
Snowing-2020ukZf.jpg,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/d3456178-ab60-492f-bcdf-00f062f9ade3/ddp6yql-659cb3b3-8eea-4368-907d-3498e61c6685.jpg/v1/fill/w_900,h_900,q_75,strp/snowing_2020_by_axsens_ddp6yql-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3siaGVpZ2h0IjoiPD05MDAiLCJwYXRoIjoiXC9mXC9kMzQ1NjE3OC1hYjYwLTQ5MmYtYmNkZi0wMGYwNjJmOWFkZTNcL2RkcDZ5cWwtNjU5Y2IzYjMtOGVlYS00MzY4LTkwN2QtMzQ5OGU2MWM2Njg1LmpwZyIsIndpZHRoIjoiPD05MDAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.vHjzFYlxZU1c_tr5g_lr9G8KwK01TCs6OYDLuqdJ3x4",,"['Beautiful ', 'She looks like Akame ', ""It's nice to see a humble picture. Now a days everything is just being over whelmed with how much skin you can show on your characters(not you just art in general.). This is a good change of pace. And it's very pretty."", 'This is beautiful, she really makes me think of Naomi Misora.', 'lovely!', 'Wonderful ', 'Sensational! ', 'So Beautiful...', 'Woah, this picture is gorgeous!!', 'wow, its looks amazing ', ' ', '\xa0 \xa0 \xa0 \xa0', '\xa0', 'My thoughts on this piece: ""Preeetty....""', '\xa0', 'I think this is one of the prettiest pictures that come from you', ""I'm so in love with your style. And your signature is more than unique :D"", 'Beautiful scene', 'I like to imagine that you are as beautiful as her.', 'She is so hot!', 'Nice art work really appriciate it keep it up  ', 'Amazing', 'Beautiful.', 'WOAHHH!', 'what a great artwork ', 'nice one', 'Nice :3', 'Beautiful ', 'She looks like Akame ', 'This is beautiful, she really makes me think of Naomi Misora.', 'So Beautiful...', 'wow, its looks amazing ', ' ', ""I'm so in love with your style. And your signature is more than unique :D"", 'Nice art work really appriciate it keep it up  ', 'Amazing', 'WOAHHH!', 'what a great artwork ', 'Nice :3']"
Snow-beastie---F2UfGnC.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3eb86370-fd6b-4b5b-aa80-f6519452f8f0/dctd06a-9601eeed-ef23-430e-9f83-0853d7dde8a9.gif?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvM2ViODYzNzAtZmQ2Yi00YjViLWFhODAtZjY1MTk0NTJmOGYwXC9kY3RkMDZhLTk2MDFlZWVkLWVmMjMtNDMwZS05ZjgzLTA4NTNkN2RkZThhOS5naWYifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdfQ.rYNjTStpje5fbwJCFXe9F8ikmZg1WifbPG6U9bwx754,,"['Used! I really love this creature <3 ', 'Using!', 'Kinda looks like a kirin', 'Defintely Using <3', 'It looks  absolutely  amazing! i will make persona or sona with this creature and I love the Lore very much! i know you don’t mind but I since I like to sometimes give creatures the ability to become human I’m giving an addon to the lore if that’s okay ', 'Used~!', '\n        ', ' ', ""Wow this is so cute! I'll definitely be making one of these!"", 'and can I create a specie inpired by this one or by your others species?', '\n        ', ' \xa0 a wonderful base ^^', 'who created this species? they are so cooot!!', 'Ill make one too!', ""most of my lineart creatures arent really 'species', just random creatures i doodled, and everybody can use! :3c like mythical creatures, like gryphons or dragons, just a creature; if that makes sense!"", 'using! thank you! ♥', 'aaaaaa I love this so much! I do adopts on Lioden though so do you have a lioden account?', ""I love your linearts, they're always so smooth and simplistic. Great for designs!"", ""aaaa that's what i strive for with my stuff!! <3 thank you, means a lot! ;v;"", ""Well you're very welcome~ <3"", ""Would it be okay if I made a male who likes to adorn his self with colorful decorations? ^^'"", 'yeah, absolutely!! <3', 'I made an OC with this uwu', '\n        ', ' ', 'Used here:', '\n        ', ' ', 'They look lovely!', ""I like to make one, but I'm unsure you accept traditional art..."", ""aaaa traditional is perfectly fine!! <3 you can print this line and colour it up or just draw these creatures on your own, its all good! 'v'"", 'Really? Thank you', 'I look forward to showing you the final piece ^^', '\n        ', ' \xa0', '\n        ', "" \xa0used! i'll be using these as adopts most likely!"", 'Used! I really love this creature <3 ', 'Using!', 'Kinda looks like a kirin', 'It looks  absolutely  amazing! i will make persona or sona with this creature and I love the Lore very much! i know you don’t mind but I since I like to sometimes give creatures the ability to become human I’m giving an addon to the lore if that’s okay ', 'using! thank you! ♥']"
-Snow-pngNBOT.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/0a1c72c2-06f2-48af-9deb-16e93b206161/dbzwbmb-cabb5301-4e41-4e1a-b468-54802e22000d.png,,"[' thank you ~~~ ', ""You're welcome♡♡"", 'thank u!', ""You're welcome~"", ' thank you ', 'No worries♡', ""Thanks! This is wonderful! I'll give your credits <3"", ""You're welcome♡^^~"", 'thanks!', ""You're welcome♡"", 'tks', ""you're welcome n.n\xa0"", 'Thanks!', ""You're welcome♡♡"", 'thank\xa0', ""you're welcome n.n\xa0"", 'thanks', ""you're welcome n.n\xa0"", 'thank', '\n        ', ' \xa0', ""you're welcome"", 'thanks', ""you're welcome n.n\xa0"", 'thanks', ""you're welcome<3<3"", ' thank you ~~~ ', ""You're welcome♡♡"", 'thank u!', ""You're welcome~"", ' thank you ']"
Snow-villier-FFaWmq.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/9ad8fbc8-aee8-4e92-a04b-6abf7a036a51/dcvoqg6-7d83533b-2e6a-4a03-a222-aaf021caf59a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvOWFkOGZiYzgtYWVlOC00ZTkyLWEwNGItNmFiZjdhMDM2YTUxXC9kY3ZvcWc2LTdkODM1MzNiLTJlNmEtNGEwMy1hMjIyLWFhZjAyMWNhZjU5YS5qcGcifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdfQ.807uiySrGt1VxPrZfy44jRKB_eVSBWgV2oQNhDMbYXs,,"['Great picture too!', 'Yummy...', 'H O T ! H O T ! H O T ! H O T ! H O T ! H O T ! H O T ! H O T ! H O T ! H O T !', 'If you sold your soul to a man named John and you wrote it down as “I John give my soul to John” and your name is not John you would be linked to John by quantum entanglement and you would only be able to sleep when John does and you would begin to like the things John likes.', 'I like the idea of mixing his head from Lightning returns and the outfit from the frist 13.', '*drools*', 'FINALLY A MAAAAAN IN YOUR STYLE AH <333333333333', 'wow', '\xa0', 'hahaha, wow 😯', 'really nice painting of Snow 😁❤', 'SOME GOOD FUCKING FOOD', 'This is incredible!', '<3 <3 <3', 'He looks great!', ""Could you do Female Corrin from fire emblem Fates!? She's my waifu!"", 'he look cool ', 'Snow is probably my favourite male char from the single player FFs - very handsome!', 'Absolutely beautiful ', 'Nice!', 'Hot damn!', 'Awesome', 'This is really good', 'Woah, very nice! I hope he comes sees me in my dreams tonight!', '\xa0', '\xa0', 'Who better to paint for male pinup for december than snow from final fantasy <3 Hope you guys had a good Christmas !', ' ']"
Snow-WolfuAMq.jpg,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/0f9460b0-b6a3-4280-9c89-0903a492b852/d9tchqu-887d9feb-06f6-4ab0-948e-33ca71e6542a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOiIsImlzcyI6InVybjphcHA6Iiwib2JqIjpbW3sicGF0aCI6IlwvZlwvMGY5NDYwYjAtYjZhMy00MjgwLTljODktMDkwM2E0OTJiODUyXC9kOXRjaHF1LTg4N2Q5ZmViLTA2ZjYtNGFiMC05NDhlLTMzY2E3MWU2NTQyYS5qcGcifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdfQ.kpJjAh1ZyOOo74EoiP34RxAMyRZ4VRBmMEUSmujeVb8,,"['This is awesome! I honestly thought it was photograph for a second.\xa0', 'Thank you so much. \xa0', ""You're very welcome!"", 'How long does it take you to create an image like this??', 'About 2~3 week, as I remember. ', ""That's soo long, how much do you work on at a time? Do you spend 2-3 hours at a time per day or what?"", 'Yes. And I spent a lot of times for drawing it in weekend. ', ""Thank you for your prompt replies! And I'm so impressed by your work. Keep up the art I love seeing it in my notifications ^^"", ""I'm glad you're interested in my works. "", '\xa0', '\n        ', ' ', 'Love It!!!', 'I was so happy to meet the person who made that Icon!!!', ""It's a gift my friend gave me. I love it. "", 'How Sweet!!!', '\xa0', 'This is so pretty!<3 I love the details', 'Thank you! ', 'Your works are so cute too. ^^', 'My pleasure!', 'Aww, thank you ', '\xa0', 'No problem! ', 'Yes. Thank you so much! ^^', 'do you like foxes or wolves ?\xa0', 'Absolutely yes. ']"
